Name,ID
Binance,binance
Coinbase Exchange,gdax
Kraken,kraken
Crypto.com Exchange,crypto_com
KuCoin,kucoin
Bitfinex,bitfinex
Binance US,binance_us
Bybit,bybit_spot
HTX,huobi
OKX,okex
MEXC,mxc
Gate.io,gate
BingX,bingx
Bitget,bitget
Bitstamp,bitstamp
Phemex,phemex
Bitso,bitso
Gemini,gemini
Fastex,fastex
CoinW,coinw
BitMart,bitmart
LATOKEN,latoken
LBank,lbank
WhiteBIT,whitebit
P2B,p2pb2b
BTSE,btse
BigONE,bigone
Coinstore,coinstore
ProBit Global,probit
EXMO,exmo
Dex-Trade,dextrade
QMall,qmall
PointPay,pointpay
WOO X,wootrade
Cryptology,cryptology
C-Patex,c_patex
Bitkub,bitkub
Bitbank,bitbank
Bullish,bullish_com
Max Maicoin,max_maicoin
Indodax,indodax
BitoPro,bitopro
VALR,valr
Kuna Exchange,kuna
Coins.ph,coinspro
Blockchain.com,blockchain_com
NiceHash,nice_hash
BitMEX,bitmex_spot
DigiFinex,digifinex
XT.COM,xt
Bitrue,bitrue
Deepcoin,deepcoin
Toobit,toobit
Biconomy,biconomy
Bithumb,bithumb
Coinsbit,coinsbit
BitMake,bitmake
Azbit,azbit
BtcTurk | Kripto,btcturk
Bitci TR,bitci
Poloniex,poloniex
FameEX,fameex
Paribu,paribu
bitFlyer,bitflyer
CoinEx,coinex
Bitexen,bitexen
Kanga,kanga
Independent Reserve,independent_reserve
Luno,luno
FinexBox,finexbox
CEX.IO,cex
Nominex,nominex
HashKey Exchange,hashkey_exchange
Bittrex Global,bittrex
Korbit,korbit
Bitlo,bitlo
Stormgain,stormgain
Emirex,emirex
Delta Exchange,delta_spot
Coinmetro,coin_metro
Upbit,upbit
Uniswap V3 (Ethereum),uniswap_v3
Pionex,pionex
CoinTR Pro,cointr
Tidex,tidex
AscendEX (BitMax),bitmax
BitVenus,bitvenus_spot
Pancakeswap V3 (BSC),pancakeswap-v3-bsc
Uniswap V3 (Arbitrum One),uniswap_v3_arbitrum
Uniswap V2 (Ethereum),uniswap_v2
Bitvavo,bitvavo
Uniswap V3 (Polygon),uniswap_v3_polygon_pos
PancakeSwap (v2),pancakeswap_new
Balancer V2,balancer
CITEX,citex
Coinone,coinone
Orca,orca
Icrypex,icrypex
Pancakeswap V3 (Ethereum),pancakeswap-v3-ethereum
Pancakeswap V3 (zkSync),pancakeswap-v3-zksync
