1.7024814e12;322106.7636344384023543
1.7025678e12;363016.248501447660631
1.7026542e12;314626.2533451399386664
1.7027406e12;241576.9868826983083944
1.702827e12;255254.1800461099997605
1.7029134e12;355281.2588721823721226
1.7029998e12;328820.3805236529036498
1.7030862e12;331474.70396598010375
1.7031726e12;362719.2931946438680557
1.703259e12;376416.4499226541836658
1.7033454e12;234742.7488828476869474
1.7034318e12;305575.9092225046028879
1.7035182e12;327887.571518196457386
1.7036046e12;387610.6581439707233291
1.703691e12;408440.9905753315104224
1.7037774e12;429309.4581619616577631
1.7038638e12;320415.3483093116255579
1.7039502e12;264225.4894262325964003
1.7040366e12;213313.1429134193425682
1.704123e12;243451.3503521556354627
1.7042094e12;380258.5218475151833934
1.7042958e12;535549.8510353851768322
1.7043822e12;414580.0741307720248769
1.7044686e12;398995.4598770572846291
1.704555e12;259436.7900809977122048
1.7046414e12;203096.489610942460094
1.7047278e12;340833.5264404813889323
1.7048142e12;388597.7023770946411057
1.7049006e12;407419.1452342538322813
1.7049864e12;584741.1418202430658343
