open (EUR),high (EUR),low (EUR),close (EUR),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD),Date
0.24718848,0.24884376,0.24654476,0.24700456,0.2688,0.2706,0.2681,0.2686,2.1425075e6,2.1425075e6,2023-08-20
0.2427744,0.24810808,0.23937188,0.24718848,0.264,0.2698,0.2603,0.2688,5.52797504e7,5.52797504e7,2023-08-19
0.23468192,0.24590104,0.23422212,0.2427744,0.2552,0.2674,0.2547,0.264,1.271511957e8,1.271511957e8,2023-08-18
0.25270608,0.2561086,0.2188648,0.23477388,0.2748,0.2785,0.238,0.2553,1.830205311e8,1.830205311e8,2023-08-17
0.2593272,0.26015484,0.24406184,0.25261412,0.282,0.2829,0.2654,0.2747,1.120516592e8,1.120516592e8,2023-08-16
0.26723576,0.26769556,0.25206236,0.2593272,0.2906,0.2911,0.2741,0.282,6.81282128e7,6.81282128e7,2023-08-15
0.2662242,0.26916692,0.26410912,0.26723576,0.2895,0.2927,0.2872,0.2906,3.99404762e7,3.99404762e7,2023-08-14
0.2685232,0.26999456,0.26374128,0.26613224,0.292,0.2936,0.2868,0.2894,4.97563118e7,4.97563118e7,2023-08-13
0.26981064,0.27091416,0.26732772,0.26843124,0.2934,0.2946,0.2907,0.2919,3.57845857e7,3.57845857e7,2023-08-12
0.2726614,0.27367296,0.26889104,0.26971868,0.2965,0.2976,0.2924,0.2933,3.03732496e7,3.03732496e7,2023-08-11
0.27716744,0.27753528,0.2722016,0.2726614,0.3014,0.3018,0.296,0.2965,5.03398916e7,5.03398916e7,2023-08-10
0.27348904,0.27799508,0.2722016,0.27707548,0.2974,0.3023,0.296,0.3013,5.57014523e7,5.57014523e7,2023-08-09
0.2676036,0.27827096,0.26631616,0.27348904,0.291,0.3026,0.2896,0.2974,9.79556699e7,9.79556699e7,2023-08-08
0.26870712,0.27229356,0.25914328,0.2676036,0.2922,0.2961,0.2818,0.291,6.92565426e7,6.92565426e7,2023-08-07
0.27017848,0.27201768,0.26723576,0.26879908,0.2938,0.2958,0.2906,0.2923,2.8144338e7,2.8144338e7,2023-08-06
0.26999456,0.27054632,0.26677596,0.27017848,0.2936,0.2942,0.2901,0.2938,2.99672109e7,2.99672109e7,2023-08-05
0.26879908,0.27330512,0.26686792,0.2699026,0.2923,0.2972,0.2902,0.2935,5.13671347e7,5.13671347e7,2023-08-04
0.27523628,0.27716744,0.26558048,0.26870712,0.2993,0.3014,0.2888,0.2922,9.95815727e7,9.95815727e7,2023-08-03
0.28535188,0.2869152,0.27348904,0.27523628,0.3103,0.312,0.2974,0.2993,6.83341038e7,6.83341038e7,2023-08-02
0.2823172,0.28562776,0.27109808,0.28535188,0.307,0.3106,0.2948,0.3103,8.78201461e7,8.78201461e7,2023-08-01
0.29031772,0.2933524,0.28167348,0.2823172,0.3157,0.319,0.3063,0.307,7.01681226e7,7.01681226e7,2023-07-31
0.28774284,0.29252476,0.28066192,0.29022576,0.3129,0.3181,0.3052,0.3156,6.0782448e7,6.0782448e7,2023-07-30
