open (EUR),high (EUR),low (EUR),close (EUR),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD),Date
1473.205622,1493.920431,1471.165171,1488.184601,1566.74,1588.77,1564.57,1582.67,51689.061,51689.061,2023-03-05
1475.753835,1483.351459,1456.637536,1473.196219,1569.45,1577.53,1549.12,1566.73,237640.2606,237640.2606,2023-03-04
1549.482758,1550.789775,1452.189917,1475.753835,1647.86,1649.25,1544.39,1569.45,742816.5976,742816.5976,2023-03-03
1565.815769,1577.691758,1522.514954,1549.482758,1665.23,1677.86,1619.18,1647.86,423023.8082,423023.8082,2023-03-02
1509.407172,1570.037716,1499.7785,1565.806366,1605.24,1669.72,1595.0,1665.22,474456.8235,474456.8235,2023-03-01
1535.933035,1549.163056,1501.339398,1509.397769,1633.45,1647.52,1596.66,1605.23,393523.1647,393523.1647,2023-02-28
1543.380211,1565.806366,1512.0024,1535.933035,1641.37,1665.22,1608.0,1633.45,431861.4129,431861.4129,2023-02-27
1499.383574,1552.679778,1492.970728,1543.370808,1594.58,1651.26,1587.76,1641.36,308607.9941,308607.9941,2023-02-26
1511.81434,1512.923894,1464.357399,1499.383574,1607.8,1608.98,1557.33,1594.58,290188.0391,290188.0391,2023-02-25
1551.983956,1565.279798,1481.574292,1511.81434,1650.52,1664.66,1575.64,1607.8,512515.4982,512515.4982,2023-02-24
1545.053945,1578.7637,1531.513625,1551.993359,1643.15,1679.0,1628.75,1650.53,501305.9717,501305.9717,2023-02-23
1560.681731,1567.433085,1499.844321,1545.044542,1659.77,1666.95,1595.07,1643.14,528875.4809,528875.4809,2023-02-22
1601.584781,1614.175398,1538.61289,1560.672328,1703.27,1716.66,1636.3,1659.76,520354.4688,520354.4688,2023-02-21
1579.459522,1617.212567,1552.021568,1601.584781,1679.74,1719.89,1650.56,1703.27,451314.8335,451314.8335,2023-02-20
1590.630286,1623.512577,1566.671442,1579.468925,1691.62,1726.59,1666.14,1679.75,401023.0477,401023.0477,2023-02-19
1592.689543,1610.856139,1579.487731,1590.630286,1693.81,1713.13,1679.77,1691.62,267305.7813,267305.7813,2023-02-18
1540.051549,1619.1966,1533.168553,1592.745961,1637.83,1722.0,1630.51,1693.87,579934.663,579934.663,2023-02-17
1574.927276,1638.914691,1536.186916,1540.060952,1674.92,1742.97,1633.72,1637.84,832723.6731,832723.6731,2023-02-16
1462.82471,1579.704,1450.459765,1574.927276,1555.7,1680.0,1542.55,1674.92,581207.8586,581207.8586,2023-02-15
1415.386575,1475.3307,1394.145198,1462.834113,1505.25,1569.0,1482.66,1555.71,668964.3768,668964.3768,2023-02-14
1424.385246,1434.99183,1374.652779,1415.377172,1514.82,1526.1,1461.93,1505.24,643152.3904,643152.3904,2023-02-13
1446.65155,1455.603206,1403.943124,1424.394649,1538.5,1548.02,1493.08,1514.83,286758.374,286758.374,2023-02-12
1422.720915,1450.8829,1415.1515,1446.660953,1513.05,1543.0,1505.0,1538.51,289691.5708,289691.5708,2023-02-11
1453.092605,1462.175903,1401.047,1422.730318,1545.35,1555.01,1490.0,1513.06,484654.2199,484654.2199,2023-02-10
1551.889926,1557.296651,1433.39332,1453.092605,1650.42,1656.17,1524.4,1545.35,658011.6964,658011.6964,2023-02-09
1571.269509,1596.544773,1533.130941,1551.899329,1671.03,1697.91,1630.47,1650.43,417966.2539,417966.2539,2023-02-08
1517.907484,1578.171311,1516.835542,1571.269509,1614.28,1678.37,1613.14,1671.03,451922.4,451922.4,2023-02-07
1531.758103,1559.543968,1509.190903,1517.916887,1629.01,1658.56,1605.01,1614.29,384119.4197,384119.4197,2023-02-06
1566.906517,1573.883543,1513.22479,1531.767506,1666.39,1673.81,1609.3,1629.02,413579.6748,413579.6748,2023-02-05
1564.207856,1594.081187,1547.197829,1566.897114,1663.52,1695.29,1645.43,1666.38,308227.1295,308227.1295,2023-02-04
1545.025736,1575.9428,1528.861979,1564.207856,1643.12,1676.0,1625.93,1663.52,464815.032,464815.032,2023-02-03
1543.662301,1612.313604,1529.727055,1545.025736,1641.67,1714.68,1626.85,1643.12,629188.8874,629188.8874,2023-02-02
1490.676396,1549.398131,1462.335754,1543.671704,1585.32,1647.77,1555.18,1641.68,474617.1709,474617.1709,2023-02-01
1472.707263,1509.350754,1468.400689,1490.685799,1566.21,1605.18,1561.63,1585.33,348856.6751,348856.6751,2023-01-31
1546.539619,1549.172459,1443.3605,1472.69786,1644.73,1647.53,1535.0,1566.2,595055.3281,595055.3281,2023-01-30
1478.24563,1560.898,1472.820099,1546.530216,1572.1,1660.0,1566.33,1644.72,551767.9134,551767.9134,2023-01-29
1502.232683,1510.902249,1463.097397,1478.24563,1597.61,1606.83,1555.99,1572.1,313675.6574,313675.6574,2023-01-28
1505.495524,1524.2263,1459.853362,1502.242086,1601.08,1621.0,1552.54,1597.62,512093.3875,512093.3875,2023-01-27
1515.716585,1535.359452,1483.257429,1505.504927,1611.95,1632.84,1577.43,1601.09,532777.8466,532777.8466,2023-01-26
1463.078591,1543.0323,1427.3754,1515.707182,1555.97,1641.0,1518.0,1611.94,646474.9166,646474.9166,2023-01-25
1529.191084,1543.464838,1443.3605,1463.078591,1626.28,1641.46,1535.0,1555.97,462275.3243,462275.3243,2023-01-24
1530.272429,1549.699027,1490.648187,1529.200487,1627.43,1648.09,1585.29,1626.29,407267.1156,407267.1156,2023-01-23
1529.538995,1564.555767,1508.2412,1530.281832,1626.65,1663.89,1604.0,1627.44,431729.6909,431729.6909,2023-01-22
1559.515759,1579.008178,1519.722263,1529.548398,1658.53,1679.26,1616.21,1626.66,494248.6009,494248.6009,2023-01-21
1458.489927,1570.20697,1449.961406,1559.506356,1551.09,1669.9,1542.02,1658.52,440570.9974,440570.9974,2023-01-20
1421.207032,1471.033529,1419.053745,1458.489927,1511.44,1564.43,1509.15,1551.09,308679.4645,308679.4645,2023-01-19
1472.096068,1513.883,1411.757017,1421.197629,1565.56,1610.0,1501.39,1511.43,752534.8857,752534.8857,2023-01-18
1482.796682,1512.9427,1449.143345,1472.105471,1576.94,1609.0,1541.15,1565.57,506771.7219,506771.7219,2023-01-17
1459.834556,1508.71135,1430.487793,1482.796682,1552.52,1604.5,1521.31,1576.94,574622.8953,574622.8953,2023-01-16
1457.380373,1473.130398,1425.523009,1459.834556,1549.91,1566.66,1516.03,1552.52,387832.7138,387832.7138,2023-01-15
1364.572763,1504.461194,1362.626342,1457.37097,1451.21,1599.98,1449.14,1549.9,940691.7774,940691.7774,2023-01-14
1331.380173,1376.5992,1317.388509,1364.56336,1415.91,1464.0,1401.03,1451.2,499377.8649,499377.8649,2023-01-13
1306.45282,1352.1514,1280.613376,1331.389576,1389.4,1438.0,1361.92,1415.92,877712.4492,877712.4492,2023-01-12
1255.892889,1314.5394,1242.173912,1306.443417,1335.63,1398.0,1321.04,1389.39,472465.9556,472465.9556,2023-01-11
1241.57212,1267.232907,1238.18704,1255.883486,1320.4,1347.69,1316.8,1335.62,459660.2307,459660.2307,2023-01-10
1213.128045,1264.618873,1208.699232,1241.562717,1290.15,1344.91,1285.44,1320.39,581727.6968,581727.6968,2023-01-09
1188.595618,1218.6288,1182.681131,1213.137448,1264.06,1296.0,1257.77,1290.16,213636.7848,213636.7848,2023-01-08
1193.362939,1195.205927,1186.00039,1188.605021,1269.13,1271.09,1261.3,1264.07,129474.2884,129474.2884,2023-01-07
1176.550375,1200.48101,1162.2108,1193.372342,1251.25,1276.7,1236.0,1269.14,342344.2023,342344.2023,2023-01-06
1181.872473,1184.730985,1168.614243,1176.540972,1256.91,1259.95,1242.81,1251.24,272805.33,272805.33,2023-01-05
1142.050768,1196.62578,1140.311213,1181.86307,1214.56,1272.6,1212.71,1256.9,457799.6648,457799.6648,2023-01-04
1141.514797,1147.062567,1132.995679,1142.041365,1213.99,1219.89,1204.93,1214.55,205519.4944,205519.4944,2023-01-03
1128.670299,1151.199887,1121.7779,1141.5242,1200.33,1224.29,1193.0,1214.0,252794.14,252794.14,2023-01-02
1124.721039,1132.751201,1119.492971,1128.679702,1196.13,1204.67,1190.57,1200.34,117762.0685,117762.0685,2023-01-01
1128.341194,1136.314938,1120.517898,1124.721039,1199.98,1208.46,1191.66,1196.13,139379.2811,139379.2811,2022-12-31
1128.811344,1130.381645,1110.569524,1128.350597,1200.48,1202.15,1181.08,1199.99,266014.2115,266014.2115,2022-12-30
1119.098045,1134.537771,1115.919831,1128.820747,1190.15,1206.57,1186.77,1200.49,249130.4869,249130.4869,2022-12-29
1139.220465,1143.197934,1110.550718,1119.098045,1211.55,1215.78,1181.06,1190.15,367828.8914,367828.8914,2022-12-28
1154.801236,1160.076319,1128.905374,1139.220465,1228.12,1233.73,1200.58,1211.55,262437.6398,262437.6398,2022-12-27
1145.774356,1157.593927,1139.333301,1154.791833,1218.52,1231.09,1211.67,1228.11,162723.0857,162723.0857,2022-12-26
1147.560926,1151.8675,1121.947154,1145.764953,1220.42,1225.0,1193.18,1218.51,231652.0612,231652.0612,2022-12-25
1147.147194,1154.678997,1142.173007,1147.551523,1219.98,1227.99,1214.69,1220.41,123701.5301,123701.5301,2022-12-24
1145.022116,1158.440197,1137.763,1147.156597,1217.72,1231.99,1210.0,1219.99,278604.2882,278604.2882,2022-12-23
1141.317334,1164.081997,1111.942362,1145.012713,1213.78,1237.99,1182.54,1217.71,336761.6598,336761.6598,2022-12-22
1144.298085,1150.353617,1131.199706,1141.317334,1216.95,1223.39,1203.02,1213.78,245723.8377,245723.8377,2022-12-21
1098.101146,1157.010941,1093.681736,1144.288682,1167.82,1230.47,1163.12,1216.94,465184.1943,465184.1943,2022-12-20
1112.431318,1123.6585,1081.824553,1098.101146,1183.06,1195.0,1150.51,1167.82,296832.7228,296832.7228,2022-12-19
1116.286548,1127.927462,1100.451896,1112.431318,1187.16,1199.54,1170.32,1183.06,252260.144,252260.144,2022-12-18
1097.160846,1118.985209,1092.553376,1116.286548,1166.82,1190.03,1161.92,1187.16,328881.6281,328881.6281,2022-12-17
1190.918159,1203.640418,1086.347396,1097.170249,1266.53,1280.06,1155.32,1166.83,751422.2779,751422.2779,2022-12-16
1229.395235,1232.864942,1184.091581,1190.927562,1307.45,1311.14,1259.27,1266.54,390051.2447,390051.2447,2022-12-15
1241.844807,1271.962616,1223.3303,1229.385832,1320.69,1352.72,1301.0,1307.44,554465.5717,554465.5717,2022-12-14
1199.268023,1268.4647,1180.17053,1241.844807,1275.41,1349.0,1255.1,1320.69,659393.8825,659393.8825,2022-12-13
1187.5989,1202.54967,1166.000209,1199.25862,1263.0,1278.9,1240.03,1275.4,363750.5481,363750.5481,2022-12-12
1190.748905,1208.050425,1180.875755,1187.608303,1266.35,1284.75,1255.85,1263.01,180494.902,180494.902,2022-12-11
1187.702333,1206.978483,1184.40188,1190.748905,1263.11,1283.61,1259.6,1266.35,182278.6396,182278.6396,2022-12-10
1203.753254,1219.230592,1175.375,1187.69293,1280.18,1296.64,1250.0,1263.1,406008.0032,406008.0032,2022-12-09
1157.678554,1215.412974,1149.056003,1203.753254,1231.18,1292.58,1222.01,1280.18,406653.5447,406653.5447,2022-12-08
1195.412793,1202.352207,1145.294803,1157.678554,1271.31,1278.69,1218.01,1231.18,398559.5166,398559.5166,2022-12-07
1184.223223,1198.656828,1167.438868,1195.422196,1259.41,1274.76,1241.56,1271.32,301631.839,301631.839,2022-12-06
1203.01982,1227.194933,1172.187383,1184.223223,1279.4,1305.11,1246.61,1259.41,391628.5166,391628.5166,2022-12-05
1166.44215,1210.344757,1166.06603,1203.029223,1240.5,1287.19,1240.1,1279.41,324129.5466,324129.5466,2022-12-04
1218.233874,1230.8527,1162.455278,1166.451553,1295.58,1309.0,1236.26,1240.51,347148.2588,347148.2588,2022-12-03
1200.19892,1219.738354,1189.705172,1218.243277,1276.4,1297.18,1265.24,1295.59,371559.585,371559.585,2022-12-02
1217.180738,1222.29597,1187.382631,1200.208323,1294.46,1299.9,1262.77,1276.41,430018.7391,430018.7391,2022-12-01
1143.865547,1231.576731,1140.11375,1217.180738,1216.49,1309.77,1212.5,1294.46,815679.2717,815679.2717,2022-11-30
1098.054131,1155.036311,1089.121281,1143.865547,1167.77,1228.37,1158.27,1216.49,512143.5861,512143.5861,2022-11-29
1122.605364,1127.654775,1082.304106,1098.054131,1193.88,1199.25,1151.02,1167.77,478795.6093,478795.6093,2022-11-28
1133.635083,1150.297199,1117.687595,1122.605364,1205.61,1223.33,1188.65,1193.88,286386.7986,286386.7986,2022-11-27
1127.692387,1161.891098,1124.78686,1133.62568,1199.29,1235.66,1196.2,1205.6,379840.8116,379840.8116,2022-11-26
1131.857916,1135.666131,1101.27936,1127.70179,1203.72,1207.77,1171.2,1199.3,391430.1658,391430.1658,2022-11-25
1113.804156,1145.012713,1110.11818,1131.867319,1184.52,1217.71,1180.6,1203.73,486080.6123,486080.6123,2022-11-24
1071.556477,1118.957,1060.423325,1113.804156,1139.59,1190.0,1127.75,1184.52,636927.1594,636927.1594,2022-11-23
1041.231802,1077.706039,1010.8225,1071.56588,1107.34,1146.13,1075.0,1139.6,748884.5791,748884.5791,2022-11-22
1074.020063,1078.514697,1015.298328,1041.231802,1142.21,1146.99,1079.76,1107.34,922647.9454,922647.9454,2022-11-21
1144.975101,1153.813921,1065.030795,1074.020063,1217.67,1227.07,1132.65,1142.21,531108.7607,531108.7607,2022-11-20
1140.188974,1161.2705,1126.169101,1144.975101,1212.58,1235.0,1197.67,1217.67,209789.5888,209789.5888,2022-11-19
1128.754926,1160.3302,1127.588954,1140.188974,1200.42,1234.0,1199.18,1212.58,360218.5337,360218.5337,2022-11-18
1143.555248,1154.895266,1110.541315,1128.764329,1216.16,1228.22,1181.05,1200.43,530537.3488,530537.3488,2022-11-17
1178.402766,1192.930401,1116.192518,1143.564651,1253.22,1268.67,1187.06,1216.17,673339.7215,673339.7215,2022-11-16
1169.065587,1213.9273,1160.339603,1178.412169,1243.29,1291.0,1234.01,1253.23,632825.568,632825.568,2022-11-15
1148.57645,1214.11536,1101.213539,1169.056184,1221.5,1291.2,1171.13,1243.28,934742.0059,934742.0059,2022-11-14
1182.192175,1198.158469,1128.980598,1148.567047,1257.25,1274.23,1200.66,1221.49,547410.5304,547410.5304,2022-11-13
1212.375805,1215.018048,1164.74961,1182.192175,1289.35,1292.16,1238.7,1257.25,547772.9172,547772.9172,2022-11-12
1221.712984,1231.793,1129.544778,1212.309984,1299.28,1310.0,1201.26,1289.28,1.3080871498e6,1.3080871498e6,2022-11-11
1036.897019,1269.405,1021.099979,1221.712984,1102.73,1350.0,1085.93,1299.28,1.9759556767e6,1.9759556767e6,2022-11-10
1255.093634,1257.331548,1009.440259,1036.897019,1334.78,1337.16,1073.53,1102.73,2.4947979357e6,2.4947979357e6,2022-11-09
1474.475027,1485.655194,1159.3899,1255.084231,1568.09,1579.98,1233.0,1334.77,2.3399165089e6,2.3399165089e6,2022-11-08
